Source,Season,Production
Wind,Summer,6132
Wind,Summer,3954
Wind,Spring,4921
Wind,Summer,4981
Wind,Spring,4884
Wind,Fall,7424
Wind,Winter,7958
Wind,Summer,5505
Wind,Summer,7837
Wind,Winter,2800
Wind,Winter,3971
Wind,Winter,8242
Solar,Spring,4988
Wind,Fall,1684
Wind,Fall,2624
Solar,Spring,3091
Wind,Winter,1399
Wind,Fall,1712
Wind,Spring,6826
Wind,Fall,10905
Wind,Winter,8388
Wind,Winter,4559
Wind,Summer,3197
Wind,Spring,10846
Wind,Fall,6487
Wind,Winter,10281
Wind,Fall,11256
Wind,Spring,637
Wind,Summer,9550
Wind,Fall,10539
Wind,Summer,5645
Solar,Summer,8116
Wind,Summer,9773
Solar,Summer,16069
Wind,Spring,8791
Wind,Fall,2346
Solar,Winter,4494
Wind,Fall,2697
Wind,Fall,2392
Wind,Summer,1109
Wind,Summer,1771
Wind,Spring,5811
Wind,Spring,15694
Wind,Summer,3944
Wind,Spring,9704
Wind,Fall,1054
Wind,Spring,10222
Wind,Summer,3789
Wind,Winter,7182
Wind,Winter,5445
Wind,Spring,2251
Solar,Winter,3554
Solar,Winter,5551
Wind,Summer,1116
Wind,Summer,751
Wind,Fall,6358
Wind,Summer,5964
Solar,Summer,6958
Solar,Summer,6263
Solar,Spring,5395
Wind,Winter,8187
Wind,Summer,4013
Wind,Summer,7062
Wind,Summer,4525
Wind,Spring,4256
Wind,Fall,9964
Solar,Summer,6731
Wind,Summer,1474
Wind,Spring,7626
Wind,Fall,2198
Wind,Winter,651
Wind,Spring,4701
Wind,Fall,5394
Solar,Summer,9789
Wind,Summer,5548
Wind,Spring,7799
Wind,Summer,4080
Wind,Spring,2669
Wind,Winter,810
Wind,Spring,12163
Wind,Summer,506
Solar,Summer,3345
Wind,Summer,3434
Wind,Summer,8079
Solar,Summer,6209
Wind,Spring,5097
Wind,Winter,2504
Solar,Summer,3738
Wind,Fall,1488
Wind,Fall,5905
Wind,Spring,2681
Wind,Fall,10802
Solar,Summer,1719
Solar,Spring,3939
Solar,Summer,4719
Wind,Fall,8379
Wind,Winter,7331
Wind,Fall,11638
Wind,Spring,4939
Wind,Fall,11452
Wind,Winter,2987
Wind,Fall,2440
Wind,Summer,15987
Wind,Spring,3012
Wind,Summer,3959
Wind,Fall,4473
Wind,Fall,4316
Solar,Summer,3640
Wind,Winter,3110
Solar,Fall,3384
Wind,Summer,4396
Wind,Winter,11952
Wind,Fall,9534
Wind,Winter,3449
Wind,Winter,785
Wind,Summer,3960
Wind,Fall,3670
Solar,Summer,7022
Wind,Fall,8290
Wind,Winter,11237
Wind,Summer,4072
Wind,Winter,2272
Wind,Spring,11993
Wind,Spring,1517
Wind,Spring,11067
Wind,Fall,3297
Solar,Spring,4337
Solar,Fall,8576
Wind,Summer,754
Wind,Winter,14992
Wind,Summer,5671
Wind,Fall,6189
Wind,Winter,17336
Wind,Spring,2150
Wind,Spring,2780
Wind,Fall,475
Wind,Spring,9144
Wind,Fall,1805
Wind,Spring,12796
Wind,Spring,10158
Wind,Summer,4847
Wind,Winter,6934
Wind,Summer,2706
Wind,Summer,3872
Wind,Fall,2225
Wind,Summer,4890
Wind,Summer,3533
Wind,Summer,3770
Wind,Fall,7629
Wind,Summer,1666
Wind,Winter,3319
Solar,Fall,3052
Wind,Fall,5126
Solar,Spring,7792
Wind,Spring,6575
Wind,Spring,10580
Wind,Winter,6312
Wind,Summer,1335
Wind,Summer,1192
Wind,Winter,3402
Wind,Fall,6509
Wind,Summer,11749
Solar,Summer,8700
Wind,Winter,1542
Wind,Spring,9979
Wind,Fall,5584
Wind,Summer,3464
Solar,Summer,6878
Wind,Winter,8252
Wind,Summer,8681
Wind,Summer,7848
Wind,Spring,15563
Wind,Winter,14343
Wind,Winter,16050
Wind,Summer,3603
Solar,Spring,7896
Wind,Summer,2602
Wind,Summer,1703
Wind,Winter,6348
Wind,Fall,9647
Wind,Winter,14875
Wind,Summer,11353
Solar,Spring,4724
Wind,Winter,15051
Wind,Summer,6935
Wind,Spring,12110
Wind,Summer,1189
Wind,Fall,3994
Solar,Fall,5313
Wind,Spring,9382
Wind,Winter,6029
Wind,Fall,4003
Wind,Summer,10450
Wind,Spring,3755
Solar,Fall,2125
Wind,Winter,7875
Wind,Winter,15869
Wind,Fall,19758
Wind,Winter,3252
Solar,Winter,6688
Wind,Winter,7716
Wind,Fall,4788
Wind,Spring,4816
Solar,Summer,6683
Wind,Spring,3612
Wind,Summer,7075
Wind,Spring,4877
Wind,Summer,3218
Wind,Fall,12210
Wind,Winter,12121
Wind,Winter,18922
Wind,Fall,4158
Wind,Spring,1942
Wind,Winter,5150
Wind,Winter,2215
Wind,Winter,15311
Wind,Summer,6824
Wind,Winter,13408
Wind,Fall,7313
Wind,Fall,983
Wind,Winter,14167
Wind,Spring,1928
Wind,Summer,6027
Wind,Fall,5852
Wind,Summer,4764
Solar,Summer,4517
Wind,Fall,8433
Wind,Summer,16343
Wind,Fall,5635
Solar,Summer,3653
Wind,Fall,11801
Wind,Fall,14010
Wind,Fall,3222
Solar,Summer,7826
Wind,Spring,11074
Wind,Fall,5774
Wind,Winter,1341
Wind,Winter,16004
Wind,Winter,7704
Wind,Winter,4026
Wind,Spring,5845
Wind,Winter,4324
Wind,Spring,5155
Solar,Summer,9881
Wind,Winter,15238
Wind,Spring,3665
Wind,Spring,4326
Wind,Fall,5813
Wind,Fall,10323
Wind,Winter,1169
Wind,Summer,2853
Wind,Spring,6720
Wind,Fall,7627
Wind,Fall,1066
Solar,Fall,7650
Solar,Spring,4136
Solar,Spring,3727
Wind,Spring,10092
Solar,Fall,3207
Wind,Fall,8756
Wind,Winter,13305
Solar,Spring,5810
Wind,Fall,11415
Wind,Fall,5387
Wind,Fall,3630
Wind,Spring,4488
Wind,Winter,6817
Wind,Winter,9958
Wind,Winter,12301
Wind,Fall,11440
Wind,Summer,3719
Wind,Winter,13006
Wind,Summer,3267
Solar,Fall,6652
Solar,Summer,1835
Wind,Summer,5008
Wind,Summer,1353
Wind,Spring,10972
Wind,Winter,16091
Wind,Spring,4975
Wind,Winter,4390
Wind,Fall,4835
Wind,Winter,6187
Solar,Summer,4233
Wind,Summer,3154
Wind,Spring,6682
Wind,Summer,492
Solar,Summer,9703
Wind,Winter,12193
Wind,Fall,197
Wind,Spring,2913
Wind,Spring,4152
Wind,Summer,2154
Solar,Fall,3101
Solar,Spring,826
Wind,Spring,1234
Wind,Winter,3124
Wind,Summer,1516
Solar,Summer,6307
Wind,Fall,4985
Wind,Fall,2945
Wind,Spring,2781
Wind,Spring,1219
Wind,Summer,4990
Wind,Winter,3120
Wind,Winter,2704
Wind,Summer,1596
Solar,Fall,3100
Wind,Fall,8509
Wind,Spring,2732
Wind,Spring,5570
Wind,Summer,1415
Wind,Summer,7691
Wind,Fall,8624
Wind,Winter,8633
Solar,Fall,7285
Wind,Summer,6218
Solar,Summer,7754
Wind,Summer,4453
Wind,Summer,1772
Wind,Summer,5681
Wind,Spring,3281
Wind,Fall,4013
Wind,Spring,7542
Solar,Summer,6872
Wind,Fall,12221
Solar,Summer,7269
Solar,Fall,7756
Wind,Summer,1367
Solar,Summer,6635
Wind,Fall,1825
Wind,Spring,4944
Solar,Spring,7491
Wind,Fall,2139
Wind,Winter,5821
Wind,Summer,3155
Wind,Winter,2969
Wind,Spring,7974
Solar,Spring,3886
Wind,Winter,19431
Wind,Spring,11797
Wind,Fall,2853
Wind,Winter,10073
Solar,Summer,4791
Wind,Summer,6452
Solar,Spring,4059
Wind,Spring,14266
Wind,Fall,8641
Wind,Spring,3124
Wind,Fall,2367
Wind,Spring,11985
Wind,Spring,10607
Wind,Winter,14470
Wind,Summer,5924
Wind,Summer,7525
Wind,Winter,11753
Wind,Fall,1782
Wind,Fall,9228
Wind,Fall,4830
Wind,Fall,9246
Wind,Winter,14188
Wind,Winter,2303
Wind,Winter,18763
Solar,Winter,7283
Wind,Spring,2015
Solar,Spring,8651
Wind,Fall,2324
Wind,Summer,2474
Wind,Winter,7340
Wind,Winter,6969
Wind,Fall,1650
Solar,Spring,11786
Wind,Fall,6846
Solar,Fall,4615
Wind,Spring,12222
Solar,Summer,3605
Wind,Winter,847
Solar,Spring,4269
Wind,Winter,2987
Solar,Spring,5314
Wind,Summer,2328
Solar,Fall,6508
Wind,Fall,685
Wind,Fall,6150
Solar,Summer,6576
Wind,Spring,2914
Wind,Summer,2663
Wind,Winter,9393
Wind,Fall,486
Wind,Winter,1883
Wind,Spring,4280
Wind,Summer,8243
Wind,Summer,12714
Solar,Fall,3451
Wind,Spring,9508
Wind,Spring,6815
Solar,Summer,6251
Wind,Spring,5865
Wind,Spring,7686
Wind,Fall,4180
Wind,Winter,7205
Wind,Fall,931
Wind,Summer,1078
Wind,Winter,17520
Solar,Spring,6558
Wind,Summer,1620
Wind,Winter,548
Wind,Fall,3831
Solar,Summer,3343
Wind,Spring,2101
Wind,Spring,5648
Wind,Winter,10435
Wind,Fall,9150
Wind,Winter,10670
Wind,Spring,3349
Wind,Spring,11030
Wind,Spring,4508
Wind,Summer,1162
Wind,Spring,1606
Solar,Fall,4590
Solar,Fall,3182
Solar,Fall,5009
Wind,Fall,1376
Wind,Summer,2046
Wind,Summer,1571
Solar,Summer,7801
Wind,Summer,3695
Wind,Winter,13477
Solar,Spring,4010
Wind,Fall,11630
Wind,Summer,2067
Wind,Spring,7204
Wind,Winter,18205
Wind,Winter,11508
Wind,Summer,2692
Wind,Summer,4429
Wind,Summer,2032
Wind,Fall,1334
Wind,Fall,11315
Wind,Fall,4453
Wind,Summer,6015
Wind,Spring,3997
Solar,Fall,5899
Wind,Winter,4600
Wind,Summer,455
Solar,Fall,1917
Wind,Fall,705
Solar,Summer,4625
Wind,Summer,4205
Wind,Spring,552
Wind,Spring,11130
Solar,Summer,11067
Wind,Summer,1139
Wind,Fall,12788
Wind,Summer,2252
Wind,Fall,6560
Wind,Spring,7535
Wind,Winter,2976
Wind,Summer,2536
Wind,Fall,2120
Solar,Summer,9805
Solar,Summer,9739
Wind,Summer,4688
Wind,Fall,6077
Wind,Spring,4091
Solar,Spring,5051
Wind,Summer,2889
Wind,Summer,2592
Wind,Spring,1421
Solar,Summer,8753
Solar,Summer,4877
Wind,Fall,1001
Wind,Winter,4530
Wind,Spring,18987
Wind,Summer,3797
Wind,Winter,2504
Wind,Spring,8073
Wind,Spring,9699
Wind,Fall,3405
Wind,Summer,3012
Wind,Fall,2307
Wind,Spring,3630
Wind,Summer,5462
Wind,Winter,698
Wind,Winter,17198
Wind,Fall,9465
Wind,Winter,8542
Wind,Spring,12613
Solar,Spring,12452
Wind,Summer,7995
Wind,Spring,747
Wind,Winter,9500
Wind,Spring,2517
Wind,Winter,2252
Wind,Winter,4534
Wind,Fall,4144
Solar,Summer,7522
Wind,Spring,6476
Solar,Summer,4142
Solar,Spring,6783
Wind,Winter,9177
Wind,Spring,3054
Wind,Fall,12239
Wind,Fall,9640
Wind,Spring,8241
Wind,Spring,9726
Wind,Winter,5166
Wind,Fall,13158
Wind,Winter,2357
Solar,Summer,6848
Wind,Winter,2675
Wind,Fall,5308
Wind,Fall,7747
Wind,Fall,1095
Wind,Fall,4128
Wind,Winter,11705
Wind,Fall,4471
Solar,Summer,2588
Wind,Spring,3112
Wind,Spring,9438
Wind,Spring,10726
Wind,Spring,2228
Wind,Winter,5616
Wind,Winter,2311
Wind,Spring,3873
Wind,Spring,1613
Solar,Spring,4703
Wind,Fall,6779
Wind,Winter,5049
Wind,Fall,10748
Wind,Summer,2072
Wind,Summer,3728
Wind,Fall,6041
Wind,Spring,5596
Wind,Winter,18425
Wind,Winter,3945
Wind,Winter,18841
Wind,Winter,9758
Solar,Fall,4760
Wind,Fall,3540
Solar,Summer,2423
Wind,Fall,4803
Solar,Summer,4724
Solar,Spring,5050
Wind,Winter,5818
Wind,Fall,613
Wind,Winter,6262
Wind,Spring,8856
Wind,Fall,2453
Wind,Spring,4612
Wind,Summer,1411
Wind,Spring,4490
Wind,Winter,2985
Solar,Summer,4307
Wind,Spring,5032
Wind,Winter,2925
Wind,Winter,12759
Wind,Winter,1886
Wind,Spring,7030
Wind,Winter,13709
Wind,Spring,5870
Solar,Fall,4324
Wind,Fall,12704
Wind,Fall,3285
Wind,Winter,8847
Solar,Summer,10239
Wind,Winter,17700
Wind,Summer,6146
Wind,Fall,2432
Wind,Winter,8445
Wind,Winter,10192
Wind,Spring,3260
Wind,Summer,1257
Wind,Winter,12084
Wind,Spring,10966
Wind,Winter,1834
Wind,Fall,7488
Solar,Summer,4235
Wind,Fall,3840
Wind,Fall,1169
Wind,Fall,8973
Solar,Fall,5500
Wind,Spring,8605
Wind,Winter,13706
Wind,Fall,5864
Wind,Fall,2267
Solar,Spring,3728
Wind,Summer,7129
Wind,Summer,3874
Wind,Fall,2996
Solar,Winter,5824
Wind,Fall,1722
Wind,Spring,3621
Wind,Fall,16699
Wind,Winter,6025
Wind,Spring,1335
Wind,Summer,2701
Wind,Winter,12702
Wind,Spring,5818
Solar,Winter,3844
Wind,Fall,7217
Wind,Fall,10172
Solar,Fall,4412
Wind,Spring,6013
Wind,Fall,6725
Wind,Winter,13142
Solar,Spring,2030
Solar,Spring,7766
Wind,Spring,3662
Solar,Fall,6178
Wind,Summer,2892
Wind,Summer,6301
Wind,Winter,5142
Wind,Winter,8082
Solar,Spring,3598
Wind,Spring,8643
Wind,Summer,9554
Wind,Winter,4202
Wind,Spring,1803
Wind,Spring,4909
Wind,Winter,9014
Wind,Fall,2515
Wind,Summer,5007
Wind,Spring,3276
Wind,Spring,3945
Wind,Spring,2707
Wind,Spring,8097
Wind,Summer,7479
Wind,Fall,5757
Wind,Spring,1919
Solar,Summer,2611
Wind,Spring,13920
Wind,Summer,7320
Solar,Fall,4847
Wind,Summer,3854
Wind,Spring,3211
Wind,Summer,3621
Wind,Fall,2593
Wind,Fall,4629
Wind,Fall,2972
Wind,Summer,4452
Solar,Summer,2986
Wind,Spring,1781
Wind,Fall,16663
Wind,Spring,3569
Wind,Spring,5554
Wind,Summer,2753
Wind,Winter,9368
Wind,Fall,14722
Wind,Winter,2940
Wind,Fall,14582
Solar,Summer,4256
Wind,Fall,21130
Wind,Winter,8479
Wind,Summer,4201
Wind,Fall,11082
Wind,Fall,7563
Wind,Fall,18099
Wind,Fall,7424
Wind,Winter,7386
Wind,Winter,7524
Wind,Winter,2946
Wind,Fall,8345
Wind,Winter,10950
Wind,Winter,7384
Wind,Fall,1187
Solar,Summer,8450
Solar,Summer,4972
Wind,Fall,3618
Solar,Summer,8155
Wind,Winter,8366
Wind,Winter,5091
Wind,Fall,12139
Wind,Fall,1854
Solar,Fall,4950
Wind,Summer,5453
Wind,Winter,13974
Wind,Summer,2997
Wind,Fall,3557
Wind,Winter,15699
Wind,Winter,6413
Wind,Spring,919
Wind,Spring,790
Wind,Winter,17063
Wind,Spring,10725
Wind,Spring,4253
Wind,Spring,15606
Wind,Winter,6831
Wind,Winter,10062
Solar,Spring,5499
Wind,Spring,7447
Wind,Summer,3508
Wind,Winter,3310
Wind,Spring,9461
Wind,Fall,1225
Wind,Fall,2344
Solar,Fall,2771
Solar,Summer,5766
Solar,Spring,6816
Wind,Winter,2854
Wind,Winter,4724
Wind,Spring,8581
Wind,Summer,3539
Wind,Winter,9335
Solar,Fall,3775
Wind,Spring,7447
Wind,Summer,2137
Wind,Fall,2121
Wind,Summer,5398
Wind,Fall,5100
Solar,Spring,5136
Wind,Summer,2034
Wind,Spring,4008
Solar,Summer,7573
Wind,Fall,700
Wind,Spring,5880
Wind,Spring,2321
Wind,Fall,4747
Wind,Fall,6867
Wind,Spring,2170
Wind,Winter,4827
Solar,Fall,5149
Wind,Spring,6769
Wind,Spring,11081
Solar,Fall,10121
Solar,Fall,7924
Wind,Fall,10469
Solar,Spring,7312
Wind,Winter,6892
Wind,Summer,1974
Wind,Winter,6768
Solar,Winter,5814
Solar,Summer,8036
Wind,Winter,13907
Wind,Fall,2121
Solar,Summer,8871
Wind,Winter,5482
Wind,Spring,4837
Solar,Summer,11758
Solar,Spring,7092
Wind,Fall,9821
Wind,Winter,5906
Wind,Spring,9581
Solar,Summer,4126
Wind,Fall,9061
Wind,Fall,5538
Wind,Winter,10240
Wind,Spring,3792
Wind,Fall,6421
Wind,Fall,8505
Solar,Spring,4507
Wind,Spring,6998
Wind,Fall,16635
Wind,Spring,3258
Wind,Summer,2312
Solar,Summer,10194
Wind,Fall,13235
Wind,Spring,4841
Wind,Spring,9675
Wind,Summer,1992
Wind,Summer,3779
Wind,Winter,11896
Wind,Winter,7965
Wind,Fall,3195
Wind,Fall,4953
Wind,Fall,8436
Wind,Winter,2107
Wind,Winter,7070
Solar,Summer,3941
Wind,Summer,5611
Wind,Spring,2435
Wind,Summer,5332
Solar,Spring,10481
Wind,Fall,9522
Wind,Summer,4991
Wind,Winter,15075
Wind,Summer,2933
Solar,Fall,5469
Wind,Winter,3743
Wind,Fall,4073
Solar,Spring,1595
Wind,Fall,8883
Wind,Spring,9348
Wind,Fall,1857
Wind,Winter,11769
Wind,Winter,8804
Solar,Spring,6048
Solar,Summer,5496
Wind,Spring,6358
Wind,Spring,9994
Wind,Fall,1476
Wind,Spring,7492
Wind,Spring,12131
Wind,Fall,6247
Wind,Summer,1695
Wind,Winter,9644
Wind,Spring,6268
Wind,Spring,1193
Wind,Winter,5060
Wind,Summer,2864
Wind,Fall,546
Wind,Winter,6763
Wind,Winter,17557
Wind,Spring,1693
Wind,Fall,6946
Wind,Summer,736
Wind,Spring,3594
Wind,Fall,2170
Wind,Spring,4673
Wind,Spring,660
Wind,Spring,2413
Wind,Winter,3475
Solar,Winter,3805
Wind,Winter,9126
Wind,Winter,17602
Wind,Winter,16724
Solar,Summer,2472
Wind,Fall,5135
Wind,Spring,3141
Wind,Spring,9856
Wind,Fall,2244
Wind,Winter,16444
Wind,Spring,5318
Wind,Summer,7903
Wind,Winter,7099
Wind,Summer,4957
Wind,Summer,13975
Wind,Winter,1837
Wind,Spring,5295
Wind,Winter,1993
Wind,Winter,1808
Wind,Spring,6268
Wind,Summer,780
Wind,Winter,2877
Wind,Winter,9972
Solar,Spring,8432
Wind,Winter,13546
Wind,Winter,5475
Wind,Winter,18336
Wind,Fall,5067
Wind,Fall,648
Wind,Summer,5689
Solar,Fall,3096
Wind,Spring,4627
Wind,Summer,6293
Wind,Fall,6509
Wind,Winter,7042
Wind,Summer,1220
Wind,Fall,15564
Wind,Summer,1180
Wind,Spring,14394
Wind,Spring,1918
Wind,Spring,14163
Wind,Spring,6045
Wind,Spring,11408
Wind,Spring,2929
Wind,Fall,2998
Solar,Summer,7499
Wind,Summer,3258
Wind,Winter,4857
Wind,Fall,12356
Wind,Winter,6487
Wind,Summer,3161
Wind,Winter,13584
Wind,Spring,11122
Wind,Winter,14168
Wind,Fall,1674
Wind,Winter,11318
Wind,Spring,9557
Wind,Spring,1754
Solar,Summer,5627
Solar,Fall,6902
Wind,Fall,4563
Solar,Fall,6248
Solar,Summer,2918
Wind,Spring,6974
Wind,Summer,3934
Wind,Summer,9302
Wind,Spring,9127
Wind,Summer,1995
Wind,Summer,13743
Wind,Winter,3878
Wind,Fall,6965
Wind,Fall,4543
Wind,Summer,11920
Solar,Winter,4291
Wind,Spring,10464
Wind,Winter,7747
Wind,Summer,5843
Wind,Spring,5843
Wind,Summer,5229
Wind,Winter,3211
Wind,Summer,3727
Wind,Winter,12756
Wind,Summer,1428
Wind,Fall,5040
Wind,Winter,3172
Wind,Winter,4300
Wind,Spring,8263
Wind,Winter,3579
Wind,Fall,14868
Solar,Spring,5498
Wind,Summer,1200
Solar,Summer,8263
Solar,Fall,5679
Wind,Fall,9051
Wind,Fall,19753
Wind,Summer,3576
Wind,Winter,6919
Solar,Summer,3928
Solar,Summer,5620
Wind,Fall,1491
Wind,Spring,5664
Solar,Fall,2923
Solar,Winter,2306
Solar,Summer,5938
Solar,Summer,5500
Wind,Summer,4225
Wind,Winter,8883
Wind,Spring,5575
Wind,Winter,17318
Wind,Summer,1348
Wind,Fall,14429
Wind,Fall,3604
Wind,Fall,1890
Wind,Spring,9071
Wind,Winter,11119
Wind,Fall,5154
Wind,Fall,3375
Wind,Summer,1828
Wind,Spring,2444
Wind,Summer,9714
Wind,Winter,8787
Wind,Winter,8276
Wind,Summer,1192
Wind,Fall,2433
Wind,Fall,6891
Wind,Summer,2129
Wind,Spring,7735
Solar,Fall,5650
Wind,Winter,1188
Wind,Fall,6044
Wind,Winter,1090
Solar,Summer,2423
Wind,Fall,10380
Solar,Spring,5581
Wind,Fall,817
Wind,Fall,7806
Wind,Spring,1718
Wind,Spring,5353
Solar,Summer,2720
Wind,Spring,4199
Wind,Winter,1437
Wind,Fall,3511
Wind,Fall,4734
Wind,Winter,8542
Wind,Summer,2163
Wind,Fall,4593
Solar,Spring,3421
Wind,Spring,14523
Wind,Winter,4037
Wind,Fall,912
Solar,Fall,6141
Wind,Summer,5090
Wind,Fall,2069
Wind,Winter,11997
Wind,Summer,3558
Solar,Spring,9346
Wind,Fall,934
Solar,Summer,6672
Wind,Fall,8134
Wind,Fall,9550
Wind,Spring,6361
Wind,Winter,1837
Wind,Winter,8144
Wind,Fall,9900
Wind,Winter,9953
Solar,Fall,3309
Wind,Fall,6555
Wind,Summer,5104
Wind,Summer,1951
Wind,Summer,5983
Wind,Fall,13574
Solar,Summer,8561
Wind,Fall,11770
Wind,Winter,1668
Wind,Fall,10713
Wind,Winter,4461
Wind,Summer,5496
Wind,Fall,8076
Wind,Summer,11247
Wind,Winter,2993
Wind,Summer,704
Solar,Summer,3105
Wind,Summer,2967
Wind,Fall,8082
Wind,Spring,4273
Wind,Summer,2765
Solar,Summer,6571
Wind,Winter,6863
Wind,Summer,1289
Wind,Winter,15843
Wind,Winter,7997
Wind,Fall,20931
Wind,Summer,1927
Wind,Fall,10577
Wind,Winter,13412
Wind,Fall,1922
Wind,Spring,5346
Wind,Summer,1366
Wind,Winter,1746
Wind,Fall,711
Wind,Winter,12493
Wind,Winter,2232
Solar,Summer,7412
Wind,Winter,10046
Wind,Summer,2859
Wind,Summer,1625
Wind,Spring,7944
Solar,Spring,5220
Wind,Spring,5706
Solar,Summer,2630
Wind,Fall,2040
Solar,Summer,5526
Wind,Winter,6498
Solar,Fall,1367
Solar,Spring,7976
Wind,Summer,3357
Wind,Spring,3313
Wind,Fall,1827
Wind,Winter,10617
Solar,Summer,3779
Wind,Spring,1121
Wind,Winter,709
Wind,Spring,6229
Wind,Winter,1843
Wind,Spring,2283
Solar,Summer,5921
Wind,Summer,2166
Wind,Winter,6011
Wind,Spring,7970
Wind,Summer,10538
Wind,Winter,10798
Wind,Winter,13770
Wind,Fall,1805
Wind,Winter,2433
Wind,Summer,1765
Wind,Winter,5927
Wind,Fall,16559
Wind,Spring,7144
Solar,Summer,5580
Wind,Spring,8861
Wind,Summer,2038
Solar,Fall,5494
Wind,Spring,3540
Wind,Winter,3081
Wind,Winter,354
Wind,Summer,2939
Wind,Spring,1868
Wind,Winter,16044
Wind,Spring,3818
Wind,Winter,12775
Wind,Summer,1406
Wind,Spring,9389
Wind,Spring,11152
Wind,Winter,3472
Wind,Winter,11744
Wind,Summer,1211
Wind,Winter,14058
Wind,Summer,3738
Solar,Summer,7241
Solar,Spring,7678
Solar,Summer,3733
Solar,Spring,7214
Solar,Spring,4174
Wind,Summer,2396
Wind,Spring,9218
Solar,Spring,6501
Wind,Fall,5190
Wind,Fall,13231
Wind,Winter,8486
Solar,Summer,3945
Wind,Fall,3195
Solar,Summer,5733
Wind,Fall,15009
Wind,Summer,7894
Wind,Winter,8193
Wind,Summer,5847
Wind,Spring,14863
Wind,Spring,12077
Wind,Fall,8671
Wind,Fall,2496
Wind,Fall,664
Wind,Winter,12248
Wind,Spring,4622
Wind,Spring,8211
Wind,Summer,5370
Wind,Fall,12102
Wind,Spring,2635
Solar,Summer,2548
Wind,Summer,405
Wind,Winter,18396
Wind,Spring,4342
Wind,Fall,1107
Wind,Fall,3398
Wind,Winter,14357
Wind,Summer,1513
Solar,Spring,5092
Wind,Fall,7554
Solar,Summer,5062
Wind,Spring,4463
Wind,Spring,3208
Wind,Fall,8890
Wind,Winter,2473
Wind,Fall,12506
Wind,Summer,3237
Wind,Summer,5168
Wind,Fall,12341
Wind,Summer,1307
Wind,Winter,2686
Wind,Spring,6628
Solar,Summer,8927
Wind,Summer,2630
Solar,Fall,5716
Wind,Spring,7953
Wind,Summer,7064
Wind,Summer,6032
Wind,Spring,13004
Wind,Fall,2980
Wind,Spring,9346
Solar,Spring,4221
Wind,Winter,9931
Wind,Summer,11158
Wind,Fall,4732
Wind,Spring,4306
Wind,Winter,3015
Wind,Spring,6303
Wind,Fall,10653
Wind,Summer,1874
Wind,Spring,3315
Wind,Fall,4208
Wind,Summer,3593
Wind,Spring,2491
Wind,Spring,5778
Solar,Fall,3318
Wind,Winter,18096
Solar,Summer,4027
Wind,Fall,3219
Wind,Spring,4076
Wind,Summer,1530
Wind,Summer,5890
Wind,Fall,7993
Solar,Spring,5948
Solar,Summer,11543
Wind,Summer,5885
Wind,Fall,2502
Wind,Winter,15699
Wind,Fall,14047
Wind,Fall,5317
Wind,Summer,1759
Wind,Winter,7106
Wind,Spring,13001
Wind,Winter,12248
Solar,Summer,7791
Wind,Fall,8983
Wind,Summer,1738
Wind,Summer,2910
Wind,Fall,10052
Solar,Fall,5251
Wind,Winter,3438
Solar,Spring,7315
Wind,Winter,18507
Wind,Summer,3890
Wind,Fall,1793
Wind,Spring,16777
Wind,Fall,6360
Wind,Spring,11924
Wind,Fall,17043
Wind,Winter,8328
Wind,Fall,505
Wind,Spring,13945
Wind,Spring,9680
Solar,Fall,4035
Wind,Summer,12192
Wind,Winter,14920
Wind,Spring,4270
Wind,Fall,8974
Wind,Spring,12227
Wind,Summer,4610
Wind,Fall,4511
Wind,Spring,9279
Solar,Summer,7173
Wind,Fall,4517
Wind,Spring,4860
Wind,Fall,2173
Wind,Winter,14188
Wind,Summer,5372
Wind,Summer,5437
Wind,Fall,3038
Solar,Summer,5244
Wind,Fall,7785
Wind,Spring,2246
Wind,Spring,4362
Solar,Summer,6192
Wind,Fall,12856
Wind,Winter,17699
Solar,Fall,6259
Solar,Summer,7548
Wind,Winter,2401
Solar,Fall,7947
Wind,Winter,708
Solar,Summer,8163
Wind,Spring,11419
Solar,Summer,7666
Wind,Fall,9419
Wind,Summer,1407
Wind,Spring,7719
Wind,Spring,6005
Solar,Summer,4747
Wind,Summer,2958
Wind,Summer,5164
Wind,Winter,8307
Wind,Fall,4461
Wind,Winter,2892
Wind,Fall,6535
Wind,Winter,5900
Wind,Winter,1972
Wind,Winter,15228
Wind,Summer,2896
Wind,Summer,4324
Wind,Spring,9543
Solar,Fall,4759
Wind,Winter,1514
Solar,Summer,3179
Wind,Fall,4361
Wind,Summer,2376
Wind,Fall,3229
Wind,Winter,9862
Wind,Spring,4403
Wind,Spring,7635
Wind,Winter,8913
Wind,Winter,13892
Wind,Spring,12278
Wind,Fall,2080
Solar,Fall,11642
Wind,Summer,11488
Solar,Spring,9283
Wind,Spring,11202
Wind,Winter,4364
Solar,Fall,7328
Solar,Summer,10245
Wind,Spring,3501
Wind,Winter,10738
Wind,Spring,8154
Solar,Summer,6095
Wind,Summer,1816
Wind,Winter,5026
Wind,Summer,1942
Wind,Spring,7178
Wind,Spring,1843
Wind,Spring,5987
Wind,Winter,3792
Wind,Summer,4553
Wind,Spring,1187
Wind,Winter,3675
Solar,Winter,6610
Wind,Winter,1434
Wind,Fall,3641
Wind,Spring,1884
Wind,Summer,3777
Solar,Summer,5785
Solar,Fall,8857
Solar,Summer,3771
Solar,Spring,3231
Wind,Spring,4870
